,0,1,2,3,4,5,6,7
19,8, R2_024,6, 19:06:24,63, s4, 20161016-000010_07_S6,4
20,2, R2_032,1, 19:06:06,44, s5, 20161016-000010_01_S1,5
21,1, R2_042,3, 19:34:41,59, Nonconvulsive, 20161016-000010_00_S3,0
22,3, R2_009,8, 19:54:46,50, s4, 20161016-000010_02_S8,4
23,3, R2_009,9, 20:30:56,63, s4, 20161016-000010_02_S9,4
24,8, R2_024,7, 21:04:44,71, s5, 20161016-000010_07_S7,5
25,3, R2_009,10, 21:16:15,53, s3, 20161016-000010_02_S10,3
26,3, R2_009,11, 23:15:12,46, s4, 20161016-000010_02_S11,4
0,2, R2_015,1, 00:21:54,49, s4, 20161016-000014_01_S1,4
1,2, R2_015,2, 00:42:43,52, s5, 20161016-000014_01_S2,5
2,5, R2_037,1, 03:31:08,30, s5, 20161016-000014_04_S1,5
3,2, R2_015,3, 05:13:28,54, s5, 20161016-000014_01_S3,5
4,6, R2_004,1, 05:37:31,80, s4, 20161016-000014_05_S1,4
5,8, R2_012,1, 07:53:19,50, s5, 20161016-000014_07_S1,5
6,2, R2_015,4, 10:13:42,50, s5, 20161016-000014_01_S4,5
7,8, R2_012,2, 10:47:42,50, s5, 20161016-000014_07_S2,5
8,2, R2_015,5, 11:41:36,63, s5, 20161016-000014_01_S5,5
0,2, R2_015,1, 03:00:51,48, s4, 20161016-120010_01_S1,4
1,2, R2_015,2, 03:33:01,53, s4, 20161016-120010_01_S2,4
2,2, R2_015,3, 03:59:54,45, s5, 20161016-120010_01_S3,5
3,6, R2_004,1, 04:49:23,45, s5, 20161016-120010_05_S1,5
4,8, R2_012,1, 07:25:47,51, s5, 20161016-120010_07_S1,5
0,12, R2_007,1, 03:52:22,51, s5, 20161031-000006_11_S1,5
0,3, R2_009,1, 02:15:25,43, s4, 20161031-000014_02_S1,4
1,3, R2_009,2, 03:28:41,39, s4, 20161031-000014_02_S2,4
2,11, R2_028,1, 06:42:54,35, s1, 20161031-000014_10_S1,1
3,4, R2_020,1, 06:43:31,44, s5, 20161031-000014_03_S1,5
4,5, R2_013,1, 07:43:09,48, s5, 20161031-000014_04_S1,5
5,3, R2_009,3, 07:48:44,38, s4, 20161031-000014_02_S3,4
6,4, R2_020,2, 08:28:42,23, s5, 20161031-000014_03_S2,5
7,12, R2_018,1, 09:21:44,51, s5, 20161031-000014_11_S1,5
8,12, R2_018,2, 09:33:20,46, s4, 20161031-000014_11_S2,4
9,4, R2_020,3, 09:34:14,34, s5, 20161031-000014_03_S3,5
10,11, R2_028,2, 09:43:27,44, s4, 20161031-000014_10_S2,4
11,3, R2_009,4, 10:45:06,41, s5, 20161031-000014_02_S4,5
12,4, R2_020,4, 11:32:17,43, s5, 20161031-000014_03_S4,5
13,4, R2_020,5, 11:58:28,25, s5, 20161031-000014_03_S5,5
14,12, R2_018,3, 12:47:20,44, s5, 20161031-000014_11_S3,5
15,3, R2_009,5, 13:42:14,46, s4, 20161031-000014_02_S5,4
16,4, R2_020,6, 14:08:12,39, s5, 20161031-000014_03_S6,5
17,4, R2_020,7, 14:20:13,38, s5, 20161031-000014_03_S7,5
18,5, R2_013,2, 15:19:38,59, s5, 20161031-000014_04_S2,5
19,4, R2_020,8, 15:22:28,47, s5, 20161031-000014_03_S8,5
20,3, R2_009,6, 15:38:49,42, s5, 20161031-000014_02_S6,5
21,9, R2_026,1, 16:23:32,51, s4, 20161031-000014_08_S1,4
22,5, R2_013,3, 16:37:15,45, s5, 20161031-000014_04_S3,5
23,4, R2_020,9, 16:42:15,49, s4, 20161031-000014_03_S9,4
24,9, R2_026,2, 17:07:41,46, s5, 20161031-000014_08_S2,-1
25,9, R2_026,3, 17:19:51,58, s5, 20161031-000014_08_S3,5
26,3, R2_009,7, 17:52:31,43, s5, 20161031-000014_02_S7,5
27,3, R2_009,8, 18:08:45,36, s4, 20161031-000014_02_S8,4
28,4, R2_020,10, 18:20:24,48, s4, 20161031-000014_03_S10,4
29,4, R2_020,11, 18:33:15,41, s5, 20161031-000014_03_S11,5
30,5, R2_013,4, 18:54:37,53, s5, 20161031-000014_04_S4,5
31,5, R2_013,5, 19:50:25,44, s4, 20161031-000014_04_S5,4
32,4, R2_020,12, 20:17:07,39, s5, 20161031-000014_03_S12,5
33,4, R2_020,13, 21:44:23,41, s5, 20161031-000014_03_S13,5
34,5, R2_013,6, 23:43:49,47, s5, 20161031-000014_04_S6,5
0,3, R2_038,1, 00:00:01,49, s4, 20161031-120012_02_S1,4
0,4, R2_020,1, 00:07:46,35, s4, 20161101-000012_03_S1,4
1,5, R2_013,1, 00:55:01,42, s5, 20161101-000012_04_S1,5
2,4, R2_020,2, 01:42:01,35, s4, 20161101-000012_03_S2,4
3,3, R2_009,1, 01:42:38,40, s5, 20161101-000012_02_S1,5
4,3, R2_009,2, 01:42:36,50, s5, 20161101-000012_02_S2,5
5,4, R2_020,3, 02:54:35,42, s4, 20161101-000012_03_S3,4
6,3, R2_009,3, 03:31:01,55, s4, 20161101-000012_02_S3,4
7,4, R2_020,4, 03:34:09,38, s4, 20161101-000012_03_S4,4
8,4, R2_020,5, 04:31:42,55, s5, 20161101-000012_03_S5,5
9,3, R2_009,4, 06:00:54,44, s4, 20161101-000012_02_S4,4
10,5, R2_013,2, 06:08:48,47, s5, 20161101-000012_04_S2,5
11,5, R2_013,3, 06:39:35,43, s5, 20161101-000012_04_S3,5
12,4, R2_020,6, 06:56:26,41, s4, 20161101-000012_03_S6,4
13,5, R2_013,4, 07:33:50,54, s4, 20161101-000012_04_S4,4
14,3, R2_009,5, 08:19:46,33, s4, 20161101-000012_02_S5,4
15,3, R2_009,6, 08:24:20,54, s4, 20161101-000012_02_S6,4
16,5, R2_013,5, 08:35:46,54, s4, 20161101-000012_04_S5,4
17,4, R2_020,7, 08:37:31,40, s5, 20161101-000012_03_S7,5
18,4, R2_020,8, 09:42:18,38, s4, 20161101-000012_03_S8,4
19,3, R2_009,7, 09:56:42,42, s4, 20161101-000012_02_S7,4
20,4, R2_020,9, 10:26:17,41, s5, 20161101-000012_03_S9,5
21,5, R2_013,6, 11:22:46,48, s4, 20161101-000012_04_S6,4
22,4, R2_020,10, 11:31:57,46, s4, 20161101-000012_03_S10,4
23,3, R2_009,8, 11:35:47,30, s4, 20161101-000012_02_S8,4
24,3, R2_009,9, 11:43:37,44, s5, 20161101-000012_02_S9,5
25,5, R2_013,7, 12:32:28,45, s4, 20161101-000012_04_S7,4
26,3, R2_009,10, 12:53:47,26, s4, 20161101-000012_02_S10,4
27,5, R2_013,8, 13:11:20,51, s4, 20161101-000012_04_S8,4
28,4, R2_020,11, 13:31:39,47, s5, 20161101-000012_03_S11,5
29,4, R2_020,12, 13:56:35,36, s5, 20161101-000012_03_S12,5
30,3, R2_009,11, 14:44:35,40, s4, 20161101-000012_02_S11,4
31,4, R2_020,13, 15:04:49,40, s5, 20161101-000012_03_S13,5
32,4, R2_020,14, 15:25:58,51, s5, 20161101-000012_03_S14,5
33,5, R2_013,9, 15:46:45,43, s4, 20161101-000012_04_S9,4
34,4, R2_020,15, 16:53:54,41, s5, 20161101-000012_03_S15,5
35,3, R2_009,12, 17:15:04,34, s5, 20161101-000012_02_S12,5
36,5, R2_013,10, 17:19:54,47, s4, 20161101-000012_04_S10,4
37,4, R2_020,16, 17:27:49,38, s5, 20161101-000012_03_S16,5
38,5, R2_013,11, 17:42:22,63, s4, 20161101-000012_04_S11,4
39,4, R2_020,17, 18:13:35,48, s5, 20161101-000012_03_S17,5
40,3, R2_009,13, 18:22:58,56, s4, 20161101-000012_02_S13,4
41,4, R2_020,18, 18:37:44,39, s5, 20161101-000012_03_S18,5
42,5, R2_013,12, 19:07:45,48, s4, 20161101-000012_04_S12,4
43,5, R2_013,13, 19:32:19,46, s5, 20161101-000012_04_S13,5
44,3, R2_009,14, 19:44:05,32, s4, 20161101-000012_02_S14,4
45,4, R2_020,19, 19:46:11,43, s5, 20161101-000012_03_S19,5
46,2, R2_032,1, 20:23:46,34, s5, 20161101-000012_01_S1,5
47,3, R2_009,15, 20:27:22,36, s4, 20161101-000012_02_S15,4
48,4, R2_020,20, 20:55:32,32, s4, 20161101-000012_03_S20,4
49,3, R2_009,16, 21:05:01,48, s4, 20161101-000012_02_S16,4
50,5, R2_013,14, 21:18:33,48, s5, 20161101-000012_04_S14,5
51,2, R2_032,2, 21:36:36,41, s5, 20161101-000012_01_S2,5
52,4, R2_020,21, 21:56:50,31, s5, 20161101-000012_03_S21,5
53,2, R2_032,3, 21:57:01,46, s5, 20161101-000012_01_S3,5
54,4, R2_020,22, 22:20:47,46, s5, 20161101-000012_03_S22,5
55,4, R2_020,23, 23:13:20,38, s5, 20161101-000012_03_S23,5
56,5, R2_013,15, 23:33:52,53, s5, 20161101-000012_04_S15,5
57,3, R2_009,17, 23:46:13,21, s4, 20161101-000012_02_S17,4
0,4, R2_020,1, 00:40:50,44, s4, 20161102-000010_03_S1,4
1,2, R2_032,1, 00:53:15,40, s5, 20161102-000010_01_S1,5
2,3, R2_009,1, 00:53:35,41, s5, 20161102-000010_02_S1,5
3,4, R2_020,2, 00:53:59,50, s5, 20161102-000010_03_S2,5
4,4, R2_020,4, 00:58:08,37, s4, 20161102-000010_03_S4,4
5,4, R2_020,5, 01:03:25,49, s4, 20161102-000010_03_S5,4
6,4, R2_020,6, 01:07:48,53, s4, 20161102-000010_03_S6,4
7,5, R2_013,1, 01:08:52,70, s4, 20161102-000010_04_S1,4
8,3, R2_009,2, 01:23:52,43, s4, 20161102-000010_02_S2,4
9,3, R2_009,3, 01:48:35,31, s4, 20161102-000010_02_S3,4
10,3, R2_009,4, 02:14:22,34, s4, 20161102-000010_02_S4,4
11,3, R2_009,5, 02:34:38,32, s4, 20161102-000010_02_S5,4
12,4, R2_020,7, 02:39:56,36, s4, 20161102-000010_03_S7,4
13,5, R2_013,2, 02:40:39,51, s5, 20161102-000010_04_S2,5
14,2, R2_032,2, 02:47:18,37, s5, 20161102-000010_01_S2,5
15,3, R2_009,6, 02:50:42,46, s4, 20161102-000010_02_S6,4
16,5, R2_013,3, 03:23:46,64, s4, 20161102-000010_04_S3,4
17,3, R2_009,7, 03:25:58,30, s4, 20161102-000010_02_S7,4
18,4, R2_020,8, 03:29:14,50, s5, 20161102-000010_03_S8,5
19,3, R2_009,8, 03:35:55,48, s4, 20161102-000010_02_S8,4
20,3, R2_009,9, 03:40:19,33, s4, 20161102-000010_02_S9,4
21,3, R2_009,10, 03:45:22,32, s4, 20161102-000010_02_S10,4
22,3, R2_009,11, 03:49:18,33, s5, 20161102-000010_02_S11,5
23,5, R2_013,4, 04:03:25,55, s5, 20161102-000010_04_S4,5
24,2, R2_032,3, 04:21:42,42, s4, 20161102-000010_01_S3,4
25,5, R2_013,5, 04:39:03,46, s4, 20161102-000010_04_S5,4
26,3, R2_009,12, 04:41:33,39, s4, 20161102-000010_02_S12,4
27,3, R2_009,13, 04:48:10,41, s5, 20161102-000010_02_S13,-1
28,4, R2_020,9, 04:50:45,44, s5, 20161102-000010_03_S9,5
29,3, R2_009,14, 04:55:33,40, s5, 20161102-000010_02_S14,5
30,3, R2_009,15, 05:03:11,36, s5, 20161102-000010_02_S15,5
31,3, R2_009,16, 05:09:27,50, s5, 20161102-000010_02_S16,5
32,3, R2_009,17, 05:16:06,46, s4, 20161102-000010_02_S17,4
33,2, R2_032,4, 05:26:44,35, s5, 20161102-000010_01_S4,5
34,3, R2_009,18, 06:02:08,39, s5, 20161102-000010_02_S18,5
35,5, R2_013,6, 06:06:15,65, s5, 20161102-000010_04_S6,5
36,2, R2_032,5, 06:48:06,33, s5, 20161102-000010_01_S5,5
37,3, R2_009,19, 07:13:52,33, s4, 20161102-000010_02_S19,4
38,3, R2_009,20, 07:23:32,33, s4, 20161102-000010_02_S20,4
39,5, R2_013,7, 07:34:08,52, s4, 20161102-000010_04_S7,4
40,2, R2_032,6, 07:58:51,38, s5, 20161102-000010_01_S6,5
41,5, R2_013,8, 08:02:09,47, s5, 20161102-000010_04_S8,5
42,3, R2_009,21, 08:24:00,30, s4, 20161102-000010_02_S21,4
43,5, R2_013,9, 08:31:59,53, s5, 20161102-000010_04_S9,5
44,2, R2_032,7, 08:52:38,38, s5, 20161102-000010_01_S7,5
45,5, R2_013,10, 09:00:14,64, s5, 20161102-000010_04_S10,5
46,2, R2_032,8, 09:12:26,42, s5, 20161102-000010_01_S8,5
47,5, R2_013,11, 09:23:10,64, s5, 20161102-000010_04_S11,5
48,2, R2_032,9, 09:38:12,37, s5, 20161102-000010_01_S9,5
49,2, R2_032,10, 10:16:56,41, s5, 20161102-000010_01_S10,5
50,5, R2_013,12, 10:28:04,50, s5, 20161102-000010_03_S12,5
51,2, R2_032,11, 10:54:44,35, s4, 20161102-000010_01_S11,4
52,4, R2_020,10, 12:06:42,37, s5, 20161102-000010_03_S10,5
53,2, R2_032,12, 12:09:05,31, s5, 20161102-000010_01_S12,5
54,4, R2_020,11, 12:22:29,32, s5, 20161102-000010_03_S11,5
55,5, R2_013,13, 12:28:19,58, s4, 20161102-000010_04_S13,4
56,4, R2_020,12, 12:51:58,39, s5, 20161102-000010_03_S12,5
57,4, R2_020,13, 13:00:06,50, s5, 20161102-000010_03_S13,5
58,4, R2_020,14, 13:06:40,51, s4, 20161102-000010_03_S14,5
59,4, R2_020,15, 13:23:43,45, s5, 20161102-000010_03_S15,5
60,2, R2_032,13, 13:26:02,36, s5, 20161102-000010_01_S13,5
61,4, R2_020,16, 13:40:16,52, s5, 20161102-000010_03_S16,5
62,4, R2_020,17, 13:47:02,40, s5, 20161102-000010_03_S17,5
63,3, R2_009,22, 13:52:09,51, s5, 20161102-000010_02_S22,5
64,4, R2_020,18, 14:07:37,39, s5, 20161102-000010_03_S18,5
65,2, R2_032,14, 14:10:24,42, s5, 20161102-000010_01_S14,5
66,4, R2_020,19, 14:19:26,38, s5, 20161102-000010_03_S19,5
67,3, R2_009,23, 14:26:36,36, s5, 20161102-000010_02_S23,5
68,3, R2_009,24, 14:31:51,33, s4, 20161102-000010_02_S24,4
69,4, R2_020,20, 14:33:59,42, s5, 20161102-000010_03_S20,5
70,2, R2_032,15, 14:34:19,43, s5, 20161102-000010_01_S15,5
71,4, R2_020,21, 14:43:06,48, s5, 20161102-000010_03_S21,5
72,4, R2_020,22, 15:02:14,47, s5, 20161102-000010_03_S22,5
73,4, R2_020,23, 15:06:16,52, s5, 20161102-000010_03_S23,5
74,4, R2_020,24, 15:21:27,48, s5, 20161102-000010_03_S24,5
75,4, R2_020,25, 15:30:28,42, s5, 20161102-000010_03_S25,5
76,3, R2_009,25, 15:41:21,44, s4, 20161102-000010_02_S25,4
77,4, R2_020,26, 15:43:43,48, s5, 20161102-000010_03_S26,5
78,4, R2_020,27, 15:46:23,49, s5, 20161102-000010_03_S27,5
79,3, R2_009,26, 15:49:47,42, s4, 20161102-000010_02_S26,4
80,3, R2_009,27, 15:59:07,34, s3, 20161102-000010_02_S27,3
81,4, R2_020,28, 16:03:37,36, s5, 20161102-000010_03_S28,5
82,4, R2_020,29, 16:06:14,52, s5, 20161102-000010_03_S29,5
83,3, R2_009,28, 16:06:20,53, s4, 20161102-000010_02_S28,4
84,4, R2_020,30, 16:14:22,52, s5, 20161102-000010_03_S30,5
85,5, R2_013,14, 16:21:55,55, s5, 20161102-000010_04_S14,5
86,4, R2_020,31, 16:25:03,45, s5, 20161102-000010_03_S31,5
87,4, R2_020,32, 16:40:52,41, s5, 20161102-000010_03_S32,5
88,3, R2_009,29, 16:41:36,64, s4, 20161102-000010_02_S29,4
89,4, R2_020,33, 16:43:37,45, s5, 20161102-000010_03_S33,5
90,3, R2_009,30, 16:50:58,37, s4, 20161102-000010_02_S30,4
91,5, R2_013,15, 16:57:38,44, s5, 20161102-000010_04_S15,5
92,3, R2_009,31, 16:57:40,41, s4, 20161102-000010_02_S31,4
93,4, R2_020,34, 17:02:10,32, s4, 20161102-000010_03_S34,4
94,4, R2_020,35, 17:04:50,47, s5, 20161102-000010_03_S35,5
95,4, R2_020,36, 17:09:05,55, s5, 20161102-000010_03_S36,5
96,4, R2_020,37, 17:15:20,46, s5, 20161102-000010_03_S37,5
97,4, R2_020,38, 17:32:30,54, s5, 20161102-000010_03_S38,5
98,4, R2_020,39, 17:35:03,41, s5, 20161102-000010_03_S39,5
99,4, R2_020,40, 17:47:33,36, s5, 20161102-000010_03_S40,5
100,4, R2_020,41, 17:49:54,42, s5, 20161102-000010_03_S41,5
101,4, R2_020,42, 17:54:06,39, s5, 20161102-000010_03_S42,5
102,4, R2_020,43, 17:57:58,35, s5, 20161102-000010_03_S43,5
103,4, R2_020,44, 18:12:50,43, s5, 20161102-000010_03_S44,5
104,4, R2_020,45, 18:23:02,51, s5, 20161102-000010_03_S45,5
105,4, R2_020,46, 18:25:30,43, s5, 20161102-000010_03_S46,5
106,4, R2_020,47, 18:29:19,47, s5, 20161102-000010_03_S47,5
107,4, R2_020,48, 18:32:26,43, s5, 20161102-000010_03_S48,5
108,4, R2_020,49, 18:48:18,39, s5, 20161102-000010_03_S49,5
109,4, R2_020,50, 18:50:44,37, s5, 20161102-000010_03_S50,5
110,4, R2_020,51, 18:54:18,45, s5, 20161102-000010_03_S51,5
111,4, R2_020,52, 18:57:03,38, s5, 20161102-000010_03_S52,5
112,4, R2_020,53, 19:11:47,45, s5, 20161102-000010_03_S53,5
113,4, R2_020,54, 19:14:02,59, s4, 20161102-000010_03_S54,4
114,4, R2_020,55, 19:27:10,51, s5, 20161102-000010_03_S55,5
115,4, R2_020,56, 19:29:50,54, s4, 20161102-000010_03_S56,4
116,4, R2_020,57, 19:32:49,49, s5, 20161102-000010_03_S57,5
117,4, R2_020,58, 19:35:43,42, s5, 20161102-000010_03_S58,5
118,4, R2_020,59, 19:38:54,42, s5, 20161102-000010_03_S59,5
119,4, R2_020,60, 19:41:57,35, s5, 20161102-000010_03_S60,5
120,4, R2_020,61, 19:45:01,51, s5, 20161102-000010_03_S61,5
121,4, R2_020,62, 19:48:14,40, s5, 20161102-000010_03_S62,5
122,4, R2_020,63, 20:07:07,40, s5, 20161102-000010_03_S63,5
123,4, R2_020,64, 20:10:12,52, s5, 20161102-000010_03_S64,5
124,4, R2_020,65, 20:13:09,54, s5, 20161102-000010_03_S65,5
125,4, R2_020,66, 20:16:01,50, s5, 20161102-000010_03_S66,5
126,4, R2_020,67, 20:19:50,63, s5, 20161102-000010_03_S67,5
127,5, R2_013,16, 20:27:49,55, s4, 20161102-000010_04_S16,4
128,4, R2_020,68, 20:34:06,45, s5, 20161102-000010_03_S68,5
129,4, R2_020,69, 20:37:46,54, s5, 20161102-000010_03_S69,5
130,4, R2_020,70, 20:43:46,50, s5, 20161102-000010_03_S70,5
131,4, R2_020,71, 20:49:18,49, s5, 20161102-000010_03_S71,5
132,5, R2_013,17, 20:52:05,53, s5, 20161102-000010_04_S17,5
133,4, R2_020,72, 20:59:45,59, s5, 20161102-000010_03_S72,5
134,4, R2_020,73, 21:02:39,51, s5, 20161102-000010_03_S73,5
135,4, R2_020,74, 21:05:37,51, s5, 20161102-000010_03_S74,5
136,4, R2_020,75, 21:08:09,48, s5, 20161102-000010_03_S75,5
137,5, R2_013,18, 21:19:25,71, s5, 20161102-000010_04_S18,5
138,4, R2_020,76, 21:23:24,39, s5, 20161102-000010_03_S76,5
139,4, R2_020,77, 21:26:25,53, s5, 20161102-000010_03_S77,5
140,4, R2_020,78, 21:29:03,51, s5, 20161102-000010_03_S78,5
141,4, R2_020,79, 21:32:10,56, s4, 20161102-000010_03_S79,4
142,4, R2_020,80, 21:45:57,37, s5, 20161102-000010_03_S80,5
143,4, R2_020,81, 21:48:42,53, s4, 20161102-000010_03_S81,4
144,4, R2_020,82, 21:51:54,35, s4, 20161102-000010_03_S82,4
145,4, R2_020,83, 21:55:34,37, s4, 20161102-000010_03_S83,4
146,5, R2_013,19, 21:59:11,45, s5, 20161102-000010_04_S19,5
147,4, R2_020,84, 22:00:42,53, s4, 20161102-000010_03_S84,4
148,4, R2_020,85, 22:03:37,50, s4, 20161102-000010_03_S85,4
149,4, R2_020,86, 22:11:32,43, s4, 20161102-000010_03_S86,4
150,4, R2_020,87, 22:14:25,42, s4, 20161102-000010_03_S87,4
151,4, R2_020,89, 22:16:59,51, s4, 20161102-000010_03_S89,4
152,4, R2_020,90, 22:21:23,51, s4, 20161102-000010_03_S90,4
153,4, R2_020,91, 22:24:39,51, s4, 20161102-000010_03_S91,4
154,4, R2_020,92, 22:27:39,47, s4, 20161102-000010_03_S92,4
155,4, R2_020,93, 22:30:59,39, s5, 20161102-000010_03_S93,5
156,5, R2_013,20, 22:32:04,59, s4, 20161102-000010_04_S20,4
157,4, R2_020,94, 22:43:37,41, s4, 20161102-000010_03_S94,4
158,4, R2_020,95, 22:48:38,43, s4, 20161102-000010_03_S95,4
159,5, R2_013,21, 22:48:45,48, s5, 20161102-000010_04_S21,5
160,4, R2_020,96, 22:57:12,43, s4, 20161102-000010_03_S96,4
161,4, R2_020,97, 23:00:28,44, s5, 20161102-000010_03_S97,5
162,4, R2_020,98, 23:03:41,39, s4, 20161102-000010_03_S98,4
163,4, R2_020,99, 23:06:35,44, s5, 20161102-000010_03_S99,5
164,4, R2_020,100, 23:11:50,38, s4, 20161102-000010_03_S100,4
165,5, R2_013,22, 23:12:58,57, s5, 20161102-000010_03_S22,5
166,4, R2_020,101, 23:23:17,41, s4, 20161102-000010_03_S101,4
167,4, R2_020,102, 23:35:55,43, s4, 20161102-000010_03_S102,4
168,5, R2_013,23, 23:37:59,51, s5, 20161102-000010_03_S23,5
0,5, R2_037,1, 11:48:18,44, s4, 20161102-000013_04_S1,4
0,3, R2_038,1, 01:00:41,59, s5, 20161102-120009_02_S1,5
1,5, R2_037,1, 02:21:49,67, s4, 20161102-120009_04_S1,4
2,5, R2_037,2, 02:44:14,53, s4, 20161102-120009_04_S2,4
3,6, R2_004,1, 02:54:13,88, s5, 20161102-120009_05_S1,5
4,5, R2_037,3, 05:32:48,58, s4, 20161102-120009_04_S3,4
5,5, R2_037,4, 05:54:11,52, s5, 20161102-120009_04_S4,5
6,5, R2_037,5, 06:31:00,63, s5, 20161102-120009_04_S5,5
7,3, R2_038,2, 06:37:21,51, s5, 20161102-120009_02_S2,5
8,5, R2_037,6, 06:45:01,48, s5, 20161102-120009_04_S6,5
9,6, R2_004,2, 07:21:42,64, s4, 20161102-120009_05_S2,4
10,5, R2_037,7, 08:12:53,53, s4, 20161102-120009_04_S7,4
11,5, R2_037,8, 08:27:36,37, s4, 20161102-120009_04_S8,4
12,5, R2_037,9, 09:53:38,52, s4, 20161102-120009_04_S9,4
0,12, R2_007,1, 05:29:23,50, s5, 20161103-000007_11_S1,5
1,5, R2_037,1, 06:25:19,57, s4, 20161103-000007_04_S1,4
2,5, R2_037,2, 06:52:09,58, s4, 20161103-000007_04_S2,4
3,5, R2_037,3, 07:10:27,50, s4, 20161103-000007_04_S3,4
4,5, R2_037,4, 07:42:51,45, s5, 20161103-000007_04_S4,5
5,5, R2_037,5, 07:56:15,40, s4, 20161103-000007_04_S5,4
6,5, R2_037,6, 08:17:25,52, s4, 20161103-000007_04_S6,4
7,5, R2_037,7, 08:34:59,41, s5, 20161103-000007_04_S7,5
8,5, R2_037,8, 09:02:17,49, s4, 20161103-000007_04_S8,4
9,5, R2_037,9, 09:32:33,44, s5, 20161103-000007_04_S9,5
10,8, R2_012,1, 09:56:12,48, s5, 20161103-000007_07_S1,5
11,5, R2_037,10, 09:57:00,43, s5, 20161103-000007_04_S10,5
12,3, R2_038,1, 10:00:21,63, s4, 20161103-000007_02_S1,4
0,4, R2_020,1, 00:02:38,73, s3, 20161103-000008_03_S1,3
1,4, R2_020,2, 00:10:17,62, s3, 20161103-000008_03_S2,3
2,4, R2_020,3, 00:14:46,54, s3, 20161103-000008_03_S3,3
3,4, R2_020,4, 00:18:40,48, s4, 20161103-000008_03_S4,4
4,4, R2_020,5, 00:22:58,48, s4, 20161103-000008_03_S5,4
5,4, R2_020,6, 00:26:04,54, s4, 20161103-000008_03_S6,4
6,4, R2_020,7, 00:31:16,57, s4, 20161103-000008_03_S7,4
7,5, R2_013,1, 00:31:49,55, s5, 20161103-000008_04_S1,5
8,4, R2_020,8, 00:34:36,50, s4, 20161103-000008_03_S8,4
9,4, R2_020,9, 00:38:21,42, s3, 20161103-000008_03_S9,3
10,4, R2_020,10, 00:43:51,37, s4, 20161103-000008_03_S10,4
11,5, R2_013,2, 00:59:06,37, s5, 20161103-000008_04_S2,5
12,4, R2_020,11, 01:08:39,48, s2, 20161103-000008_03_S11,2
13,5, R2_013,3, 01:28:04,57, s5, 20161103-000008_04_S3,5
14,4, R2_020,12, 01:29:55,46, s4, 20161103-000008_03_S12,4
15,4, R2_020,13, 01:46:00,54, s4, 20161103-000008_03_S13,4
16,5, R2_013,4, 02:07:44,65, s5, 20161103-000008_04_S4,5
17,5, R2_013,5, 02:41:15,42, s5, 20161103-000008_04_S5,5
18,5, R2_013,6, 03:20:46,55, s5, 20161103-000008_04_S6,5
19,5, R2_013,7, 03:42:57,50, s5, 20161103-000008_04_S7,5
20,5, R2_013,8, 04:02:24,67, s5, 20161103-000008_04_S8,5
21,5, R2_013,9, 04:22:17,55, s5, 20161103-000008_04_S9,5
22,5, R2_013,10, 04:39:40,43, s5, 20161103-000008_04_S10,5
23,5, R2_013,11, 05:04:10,65, s5, 20161103-000008_04_S11,5
24,5, R2_013,12, 05:15:38,58, s5, 20161103-000008_04_S12,5
25,5, R2_013,13, 05:32:02,48, s5, 20161103-000008_04_S13,5
26,5, R2_013,14, 05:44:45,68, s5, 20161103-000008_04_S14,5
27,5, R2_013,15, 05:56:55,46, s5, 20161103-000008_04_S15,5
28,5, R2_013,16, 06:18:32,59, s5, 20161103-000008_04_S16,5
29,5, R2_013,17, 06:33:09,46, s5, 20161103-000008_04_S17,5
30,5, R2_013,18, 06:44:32,45, s5, 20161103-000008_04_S18,5
31,5, R2_013,19, 06:58:35,48, s4, 20161103-000008_04_S19,4
32,5, R2_013,20, 07:14:10,60, s5, 20161103-000008_04_S20,5
33,5, R2_013,21, 07:16:11,55, s5, 20161103-000008_04_S21,5
34,5, R2_013,22, 07:26:04,56, s4, 20161103-000008_04_S22,4
35,5, R2_013,23, 07:39:38,42, s5, 20161103-000008_04_S23,5
36,5, R2_013,24, 07:47:45,49, s5, 20161103-000008_04_S24,5
37,5, R2_013,25, 08:02:06,64, s5, 20161103-000008_04_S25,5
38,5, R2_013,26, 08:12:53,65, s5, 20161103-000008_04_S26,5
39,5, R2_013,27, 08:26:31,53, s5, 20161103-000008_04_S27,5
40,5, R2_013,28, 08:28:33,57, s5, 20161103-000008_04_S28,5
41,5, R2_013,29, 08:42:12,47, s5, 20161103-000008_04_S29,5
42,5, R2_013,30, 08:54:24,44, s5, 20161103-000008_04_S30,5
43,5, R2_013,31, 08:59:15,43, s5, 20161103-000008_04_S31,5
44,5, R2_013,32, 09:17:16,54, s5, 20161103-000008_04_S32,5
45,5, R2_013,33, 09:30:30,51, s5, 20161103-000008_04_S33,5
46,5, R2_013,34, 09:54:33,35, s5, 20161103-000008_04_S34,5
47,5, R2_013,35, 09:58:13,42, s5, 20161103-000008_04_S35,5
48,5, R2_013,36, 10:03:54,55, s5, 20161103-000008_04_S36,5
49,2, R2_032,1, 10:04:17,49, s4, 20161103-000008_01_S1,4
50,5, R2_013,37, 10:14:28,60, s5, 20161103-000008_04_S37,5
51,5, R2_013,38, 10:31:19,48, s5, 20161103-000008_04_S38,5
52,5, R2_013,39, 10:41:23,41, s5, 20161103-000008_04_S39,5
53,5, R2_013,40, 10:52:38,38, s5, 20161103-000008_04_S40,5
